,0.01,0.025,0.05,0.10,0.90,0.95,0.975,0.99
25,-2.644562712201574,-2.2538727885236436,-1.930973120020969,-1.5865958728526062,0.9386746572323736,1.3537400769939958,1.7041790459699508,2.149836130037956
50,-2.61927050590193,-2.2652207411885668,-1.9625791870383615,-1.6242377059512931,0.8929237252216599,1.3049508345807848,1.6571071413809886,2.050876845871528
100,-2.580644284877315,-2.2476750536427246,-1.932284129128225,-1.6082886536683245,0.8885812250636035,1.29807302149542,1.6397346090310414,2.0274948891402116
500,-2.569170180534075,-2.2212207911168873,-1.9386552543166995,-1.6205692242902336,0.8933666672380216,1.2922714357532243,1.6362112268521087,2.0487198606587382
5000,-2.568938046379198,-2.2424508582249807,-1.951394160806475,-1.621986490957165,0.881086441006725,1.2712268857920606,1.612225397458525,2.01200738379449
